frame,x,y,visible
0,-1.0,-1.0,0
1,-1.0,-1.0,0
2,-1.0,-1.0,0
3,-1.0,-1.0,0
4,-1.0,-1.0,0
5,-1.0,-1.0,0
6,-1.0,-1.0,0
7,-1.0,-1.0,0
8,-1.0,-1.0,0
9,-1.0,-1.0,0
10,-1.0,-1.0,0
11,1210.0290909090902,640.6660606060606,1
12,-1.0,-1.0,0
13,-1.0,-1.0,0
14,-1.0,-1.0,0
15,-1.0,-1.0,0
16,-1.0,-1.0,0
17,-1.0,-1.0,0
18,-1.0,-1.0,0
19,-1.0,-1.0,0
20,-1.0,-1.0,0
21,-1.0,-1.0,0
22,-1.0,-1.0,0
23,-1.0,-1.0,0
24,-1.0,-1.0,0
25,-1.0,-1.0,0
26,-1.0,-1.0,0
27,-1.0,-1.0,0
28,-1.0,-1.0,0
29,1225.1506060606055,572.1715151515151,1
30,1240.2169264069257,516.2258874458875,1
31,1255.2280519480514,472.8291774891775,1
32,1270.183982683981,441.98138528138463,1
33,-1.0,-1.0,0
34,-1.0,-1.0,0
35,-1.0,-1.0,0
36,-1.0,-1.0,0
37,-1.0,-1.0,0
38,-1.0,-1.0,0
39,1272.4471861471843,433.24199134199074,1
40,1296.0813852813835,428.640692640692,1
41,1340.3155844155824,431.19999999999936,1
42,1393.8333333333314,439.44502164502103,1
43,-1.0,-1.0,0
44,-1.0,-1.0,0
45,-1.0,-1.0,0
46,-1.0,-1.0,0
47,-1.0,-1.0,0
48,-1.0,-1.0,0
49,-1.0,-1.0,0
50,-1.0,-1.0,0
51,-1.0,-1.0,0
52,-1.0,-1.0,0
53,-1.0,-1.0,0
54,-1.0,-1.0,0
55,-1.0,-1.0,0
56,-1.0,-1.0,0
57,-1.0,-1.0,0
58,-1.0,-1.0,0
59,-1.0,-1.0,0
60,-1.0,-1.0,0
61,-1.0,-1.0,0
62,-1.0,-1.0,0
63,-1.0,-1.0,0
64,-1.0,-1.0,0
65,-1.0,-1.0,0
66,1450.7108225108204,454.34069264069194,1
67,1511.3969696969675,464.64588744588673,1
68,1564.3229437229415,473.0021645021638,1
69,1603.0701298701274,480.22077922077847,1
70,1612.3277056277034,486.3731601731594,1
71,1639.106493506491,494.42640692640623,1
72,1667.2424242424217,501.03160173160103,1
73,1694.7588744588718,501.74545454545387,1
74,1721.5792207792183,497.85411255411185,1
75,1744.5004329004305,488.52510822510754,1
76,-1.0,-1.0,0
77,1768.2991341991317,475.43463203463136,1
78,1790.7034632034606,463.06103896103826,1
79,1810.6199134199107,453.5402597402591,1
80,1832.1809523809497,445.1757575757569,1
81,1851.902164502162,439.109956709956,1
82,1873.8073593073568,434.019047619047,1
83,1891.6489177489152,430.7272727272721,1
84,1913.4619047619021,429.75497835497777,1
85,-1.0,-1.0,0
86,1933.978787878785,429.4913419913414,1
87,1952.6458874458845,434.2380952380946,1
88,-1.0,-1.0,0
89,1974.9112554112526,438.7047619047613,1
90,1998.948051948049,440.66969696969636,1
91,-1.0,-1.0,0
92,-1.0,-1.0,0
93,2022.8112554112524,440.0073593073587,1
94,-1.0,-1.0,0
95,-1.0,-1.0,0
96,-1.0,-1.0,0
97,2048.1199134199105,436.1952380952375,1
98,-1.0,-1.0,0
99,2069.1766233766202,429.4424242424236,1
100,-1.0,-1.0,0
101,2091.430735930733,422.87229437229377,1
102,-1.0,-1.0,0
103,2109.0056277056246,416.6900432900427,1
104,-1.0,-1.0,0
105,2123.3320346320315,416.1740259740254,1
106,-1.0,-1.0,0
107,2139.3593073593042,416.8900432900426,1
108,-1.0,-1.0,0
109,2160.433766233763,416.2718614718609,1
110,-1.0,-1.0,0
111,2181.170129870127,414.8727272727267,1
112,-1.0,-1.0,0
113,-1.0,-1.0,0
114,2203.1839826839796,411.8748917748911,1
115,-1.0,-1.0,0
116,2224.8047619047584,407.6796536796531,1
117,-1.0,-1.0,0
118,2244.793506493503,403.9528138528133,1
119,-1.0,-1.0,0
120,2264.28701298701,401.04545454545394,1
121,-1.0,-1.0,0
122,2276.7761904761874,399.7926406926401,1
123,-1.0,-1.0,0
124,2287.369696969694,398.79567099567043,1
125,-1.0,-1.0,0
126,2308.672294372291,395.6385281385276,1
127,-1.0,-1.0,0
128,2329.650649350646,392.0095238095232,1
129,-1.0,-1.0,0
130,-1.0,-1.0,0
131,-1.0,-1.0,0
132,2358.7393939393905,386.232467532467,1
133,-1.0,-1.0,0
134,-1.0,-1.0,0
135,-1.0,-1.0,0
136,-1.0,-1.0,0
137,-1.0,-1.0,0
138,-1.0,-1.0,0
139,-1.0,-1.0,0
140,2394.26623376623,380.14025974025924,1
141,2430.743290043287,374.17316017315966,1
142,-1.0,-1.0,0
143,-1.0,-1.0,0
144,-1.0,-1.0,0
145,-1.0,-1.0,0
146,-1.0,-1.0,0
147,-1.0,-1.0,0
148,-1.0,-1.0,0
149,2458.2601298701284,369.0905194805193,1
150,-1.0,-1.0,0
151,-1.0,-1.0,0
152,-1.0,-1.0,0
153,2482.9806493506476,364.3725974025971,1
154,-1.0,-1.0,0
155,2504.9048484848463,360.0193939393935,1
156,-1.0,-1.0,0
157,2524.0327272727245,356.03090909090855,1
158,-1.0,-1.0,0
159,-1.0,-1.0,0
160,-1.0,-1.0,0
161,-1.0,-1.0,0
162,-1.0,-1.0,0
163,-1.0,-1.0,0
164,-1.0,-1.0,0
165,-1.0,-1.0,0
166,-1.0,-1.0,0
167,-1.0,-1.0,0
168,-1.0,-1.0,0
169,-1.0,-1.0,0
170,-1.0,-1.0,0
171,-1.0,-1.0,0
172,-1.0,-1.0,0
173,-1.0,-1.0,0
174,-1.0,-1.0,0
175,-1.0,-1.0,0
176,-1.0,-1.0,0
177,-1.0,-1.0,0
178,-1.0,-1.0,0
179,-1.0,-1.0,0
180,-1.0,-1.0,0
181,-1.0,-1.0,0
182,-1.0,-1.0,0
183,-1.0,-1.0,0
184,-1.0,-1.0,0
185,-1.0,-1.0,0
186,-1.0,-1.0,0
187,-1.0,-1.0,0
188,-1.0,-1.0,0
189,-1.0,-1.0,0
190,-1.0,-1.0,0
191,-1.0,-1.0,0
192,-1.0,-1.0,0
193,-1.0,-1.0,0
194,-1.0,-1.0,0
195,-1.0,-1.0,0
196,-1.0,-1.0,0
197,-1.0,-1.0,0
